Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_15_128,VSS,Metal1,67.4400,75.6000,0.000002
FILLER_15_126,VSS,Metal1,66.7200,75.6000,0.000002
FILLER_15_119,VSS,Metal1,64.5660,75.1390,0.000002
FILLER_15_112,VSS,Metal1,61.2060,75.1390,0.000002
FILLER_15_105,VSS,Metal1,57.8460,75.1390,0.000002
FILLER_15_99,VSS,Metal1,53.7600,75.6000,0.000002
FILLER_15_92,VSS,Metal1,51.6060,75.1390,0.000002
FILLER_15_25,VSS,Metal1,18.0000,75.6000,0.000002
FILLER_15_21,VSS,Metal1,16.7880,75.2230,0.000002
FILLER_15_14,VSS,Metal1,14.1660,75.1390,0.000002
FILLER_15_7,VSS,Metal1,10.8060,75.1390,0.000002
FILLER_15_0,VSS,Metal1,7.4460,75.1390,0.000002
FILLER_14_128,VSS,Metal1,67.4400,68.0400,0.000098
FILLER_14_121,VSS,Metal1,65.5260,68.5000,0.000098
FILLER_14_79,VSS,Metal1,44.1600,68.0400,0.000098
FILLER_14_47,VSS,Metal1,28.8000,68.0400,0.000097
FILLER_14_14,VSS,Metal1,12.9600,68.0400,0.000097
FILLER_14_7,VSS,Metal1,10.8060,68.5000,0.000097
FILLER_14_0,VSS,Metal1,7.4460,68.5000,0.000097
FILLER_13_127,VSS,Metal1,67.2000,68.0400,0.000098
FILLER_13_123,VSS,Metal1,65.7480,67.6630,0.000098
FILLER_13_116,VSS,Metal1,63.1260,67.5790,0.000098
FILLER_13_109,VSS,Metal1,59.7660,67.5790,0.000098
FILLER_13_102,VSS,Metal1,56.4060,67.5790,0.000098
FILLER_13_98,VSS,Metal1,53.0400,68.0400,0.000098
FILLER_13_94,VSS,Metal1,51.8280,67.6630,0.000098
FILLER_13_72,VSS,Metal1,40.5600,68.0400,0.000098
FILLER_13_18,VSS,Metal1,14.8800,68.0400,0.000097
FILLER_13_14,VSS,Metal1,13.4280,67.6630,0.000097
FILLER_13_7,VSS,Metal1,10.8060,67.5790,0.000097
FILLER_13_0,VSS,Metal1,7.4460,67.5790,0.000097
FILLER_12_119,VSS,Metal1,63.1200,60.4800,0.000262
FILLER_12_84,VSS,Metal1,47.0280,60.8560,0.000259
FILLER_12_70,VSS,Metal1,39.6000,60.4800,0.000258
FILLER_12_68,VSS,Metal1,38.8800,60.4800,0.000258
FILLER_12_54,VSS,Metal1,31.9200,60.4800,0.000257
FILLER_12_52,VSS,Metal1,31.2000,60.4800,0.000257
FILLER_12_37,VSS,Metal1,24.0000,60.4800,0.000256
FILLER_12_23,VSS,Metal1,17.0400,60.4800,0.000256
FILLER_12_21,VSS,Metal1,16.3200,60.4800,0.000256
FILLER_12_17,VSS,Metal1,14.1600,60.4800,0.000256
FILLER_12_13,VSS,Metal1,12.9480,60.8560,0.000256
FILLER_12_9,VSS,Metal1,10.3200,60.4800,0.000256
FILLER_12_7,VSS,Metal1,9.6000,60.4800,0.000256
FILLER_12_0,VSS,Metal1,7.4460,60.9400,0.000256
FILLER_11_125,VSS,Metal1,66.7080,60.1030,0.000262
FILLER_11_98,VSS,Metal1,53.0400,60.4800,0.000262
FILLER_11_94,VSS,Metal1,51.8280,60.1030,0.000262
FILLER_11_87,VSS,Metal1,49.2060,60.0190,0.000262
FILLER_11_74,VSS,Metal1,42.2280,60.1030,0.000258
FILLER_11_55,VSS,Metal1,32.6400,60.4800,0.000258
FILLER_11_51,VSS,Metal1,31.1880,60.1030,0.000257
FILLER_11_46,VSS,Metal1,28.0800,60.4800,0.000253
FILLER_11_40,VSS,Metal1,25.2000,60.4800,0.000253
FILLER_11_38,VSS,Metal1,24.4800,60.4800,0.000256
FILLER_11_0,VSS,Metal1,6.0000,60.4800,0.000256
FILLER_10_115,VSS,Metal1,61.2000,52.9200,0.000104
FILLER_10_86,VSS,Metal1,47.5200,52.9200,0.000104
FILLER_10_64,VSS,Metal1,36.7200,52.9200,0.000099
FILLER_10_62,VSS,Metal1,36.0000,52.9200,0.000099
FILLER_10_21,VSS,Metal1,16.0800,52.9200,0.000095
FILLER_10_17,VSS,Metal1,14.8680,53.2960,0.000095
FILLER_9_124,VSS,Metal1,65.5200,52.9200,0.000104
FILLER_9_86,VSS,Metal1,47.9880,52.5430,0.000104
FILLER_9_58,VSS,Metal1,34.0800,52.9200,0.000098
FILLER_9_28,VSS,Metal1,19.6800,52.9200,0.000095
FILLER_8_124,VSS,Metal1,65.5200,45.3600,0.000034
FILLER_8_86,VSS,Metal1,47.5200,45.3600,0.000034
FILLER_8_82,VSS,Metal1,46.0680,45.7360,0.000034
FILLER_8_74,VSS,Metal1,42.2280,45.7360,0.000034
FILLER_8_53,VSS,Metal1,31.6800,45.3600,0.000034
FILLER_7_101,VSS,Metal1,54.7200,45.3600,0.000034
FILLER_7_92,VSS,Metal1,50.1600,45.3600,0.000034
FILLER_7_90,VSS,Metal1,49.4400,45.3600,0.000034
FILLER_7_83,VSS,Metal1,47.2860,44.8990,0.000034
FILLER_7_74,VSS,Metal1,42.2280,44.9830,0.000034
FILLER_7_65,VSS,Metal1,37.2000,45.3600,0.000034
FILLER_7_46,VSS,Metal1,28.0800,45.3600,0.000034
FILLER_7_44,VSS,Metal1,27.3600,45.3600,0.000034
FILLER_7_34,VSS,Metal1,22.3200,45.3600,0.000037
FILLER_7_32,VSS,Metal1,21.6000,45.3600,0.000037
FILLER_7_10,VSS,Metal1,10.8000,45.3600,0.000041
FILLER_7_8,VSS,Metal1,10.0800,45.3600,0.000041
FILLER_6_109,VSS,Metal1,58.5600,37.8000,0.000000
FILLER_6_105,VSS,Metal1,57.1080,38.1760,0.000000
FILLER_6_100,VSS,Metal1,54.0000,37.8000,0.000000
FILLER_6_90,VSS,Metal1,49.9080,38.1760,0.000000
FILLER_6_79,VSS,Metal1,44.1600,37.8000,0.000000
FILLER_6_69,VSS,Metal1,39.3600,37.8000,0.000000
FILLER_6_59,VSS,Metal1,34.5600,37.8000,0.000000
FILLER_6_8,VSS,Metal1,9.8400,37.8000,0.000000
