Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_109,VSS,Metal1,58.3200,68.0400,0.000143
FILLER_14_83,VSS,Metal1,47.2860,68.5000,0.000137
FILLER_14_73,VSS,Metal1,41.0400,68.0400,0.000129
FILLER_14_66,VSS,Metal1,37.9200,68.0400,0.000129
FILLER_14_52,VSS,Metal1,31.2000,68.0400,0.000122
FILLER_14_42,VSS,Metal1,26.4000,68.0400,0.000110
FILLER_14_35,VSS,Metal1,24.2460,68.5000,0.000110
FILLER_14_28,VSS,Metal1,20.8860,68.5000,0.000110
FILLER_14_21,VSS,Metal1,17.5260,68.5000,0.000110
FILLER_14_14,VSS,Metal1,14.1660,68.5000,0.000110
FILLER_14_7,VSS,Metal1,10.8060,68.5000,0.000110
FILLER_14_0,VSS,Metal1,7.4460,68.5000,0.000110
FILLER_13_80,VSS,Metal1,44.4000,68.0400,0.000134
FILLER_13_78,VSS,Metal1,43.6800,68.0400,0.000131
FILLER_13_47,VSS,Metal1,28.5600,68.0400,0.000110
FILLER_13_28,VSS,Metal1,20.8860,67.5790,0.000110
FILLER_13_21,VSS,Metal1,17.5260,67.5790,0.000110
FILLER_13_14,VSS,Metal1,14.1660,67.5790,0.000110
FILLER_13_7,VSS,Metal1,10.8060,67.5790,0.000110
FILLER_13_0,VSS,Metal1,7.4460,67.5790,0.000110
FILLER_12_90,VSS,Metal1,49.2000,60.4800,0.000116
FILLER_12_79,VSS,Metal1,43.9200,60.4800,0.000116
FILLER_12_77,VSS,Metal1,43.2000,60.4800,0.000116
FILLER_12_64,VSS,Metal1,36.9600,60.4800,0.000116
FILLER_12_36,VSS,Metal1,23.2800,60.4800,0.000116
FILLER_12_4,VSS,Metal1,8.1600,60.4800,0.000116
FILLER_12_0,VSS,Metal1,6.7080,60.8560,0.000116
FILLER_11_97,VSS,Metal1,52.8000,60.4800,0.000116
FILLER_11_85,VSS,Metal1,47.0400,60.4800,0.000116
FILLER_11_67,VSS,Metal1,38.1600,60.4800,0.000116
FILLER_11_60,VSS,Metal1,35.0400,60.4800,0.000116
FILLER_11_28,VSS,Metal1,19.4400,60.4800,0.000116
FILLER_11_21,VSS,Metal1,17.5260,60.0190,0.000116
FILLER_11_14,VSS,Metal1,14.1660,60.0190,0.000116
FILLER_11_7,VSS,Metal1,10.8060,60.0190,0.000116
FILLER_11_0,VSS,Metal1,7.4460,60.0190,0.000116
FILLER_10_118,VSS,Metal1,62.6400,52.9200,0.000337
FILLER_10_80,VSS,Metal1,44.4000,52.9200,0.000337
FILLER_10_70,VSS,Metal1,39.8400,52.9200,0.000337
FILLER_10_64,VSS,Metal1,36.7200,52.9200,0.000337
FILLER_10_58,VSS,Metal1,33.8400,52.9200,0.000337
FILLER_10_21,VSS,Metal1,17.5260,53.3800,0.000337
FILLER_10_14,VSS,Metal1,14.1660,53.3800,0.000337
FILLER_10_7,VSS,Metal1,10.0680,53.2960,0.000337
FILLER_10_0,VSS,Metal1,7.4460,53.3800,0.000337
FILLER_9_114,VSS,Metal1,60.7200,52.9200,0.000337
FILLER_9_84,VSS,Metal1,46.3200,52.9200,0.000337
FILLER_9_82,VSS,Metal1,45.6000,52.9200,0.000337
FILLER_9_59,VSS,Metal1,34.5600,52.9200,0.000337
FILLER_9_0,VSS,Metal1,6.7080,52.5430,0.000337
FILLER_8_118,VSS,Metal1,62.6400,45.3600,0.000331
FILLER_8_116,VSS,Metal1,61.9200,45.3600,0.000331
FILLER_8_89,VSS,Metal1,48.9600,45.3600,0.000331
FILLER_8_67,VSS,Metal1,38.4000,45.3600,0.000331
FILLER_8_61,VSS,Metal1,35.2800,45.3600,0.000331
FILLER_8_55,VSS,Metal1,32.4000,45.3600,0.000322
FILLER_8_49,VSS,Metal1,29.5200,45.3600,0.000316
FILLER_8_42,VSS,Metal1,26.1600,45.3600,0.000312
FILLER_8_40,VSS,Metal1,25.4400,45.3600,0.000311
FILLER_7_105,VSS,Metal1,56.4000,45.3600,0.000331
FILLER_7_103,VSS,Metal1,55.6800,45.3600,0.000331
FILLER_7_82,VSS,Metal1,45.6000,45.3600,0.000331
FILLER_7_43,VSS,Metal1,26.8800,45.3600,0.000315
FILLER_7_0,VSS,Metal1,6.0000,45.3600,0.000323
FILLER_6_118,VSS,Metal1,62.6400,37.8000,0.000111
FILLER_6_116,VSS,Metal1,61.9200,37.8000,0.000111
FILLER_6_72,VSS,Metal1,40.8000,37.8000,0.000111
FILLER_6_52,VSS,Metal1,31.2000,37.8000,0.000111
FILLER_6_30,VSS,Metal1,20.4000,37.8000,0.000135
FILLER_6_7,VSS,Metal1,9.6000,37.8000,0.000135
FILLER_6_0,VSS,Metal1,7.4460,38.2600,0.000135
FILLER_5_99,VSS,Metal1,53.7600,37.8000,0.000111
FILLER_5_90,VSS,Metal1,49.4400,37.8000,0.000111
FILLER_5_78,VSS,Metal1,43.4400,37.8000,0.000111
FILLER_5_53,VSS,Metal1,31.4400,37.8000,0.000111
FILLER_5_46,VSS,Metal1,28.3200,37.8000,0.000111
FILLER_5_2,VSS,Metal1,6.9600,37.8000,0.000135
FILLER_5_0,VSS,Metal1,6.2400,37.8000,0.000135
FILLER_4_103,VSS,Metal1,55.6800,30.2400,0.000010
FILLER_4_35,VSS,Metal1,22.8000,30.2400,0.000010
FILLER_4_25,VSS,Metal1,18.0000,30.2400,0.000012
FILLER_4_11,VSS,Metal1,11.2800,30.2400,0.000012
FILLER_4_7,VSS,Metal1,10.0680,30.6160,0.000012
FILLER_4_0,VSS,Metal1,7.4460,30.7000,0.000012
FILLER_3_61,VSS,Metal1,35.5200,30.2400,0.000010
FILLER_3_42,VSS,Metal1,26.1600,30.2400,0.000010
FILLER_3_16,VSS,Metal1,13.6800,30.2400,0.000012
FILLER_3_14,VSS,Metal1,12.9600,30.2400,0.000012
FILLER_3_7,VSS,Metal1,10.8060,29.7790,0.000012
FILLER_3_0,VSS,Metal1,7.4460,29.7790,0.000012
FILLER_2_18,VSS,Metal1,14.8800,22.6800,0.000537
FILLER_2_14,VSS,Metal1,13.4280,23.0560,0.000537
FILLER_2_7,VSS,Metal1,10.8060,23.1400,0.000537
FILLER_2_0,VSS,Metal1,7.4460,23.1400,0.000537
FILLER_1_81,VSS,Metal1,45.1200,22.6800,0.000544
FILLER_1_18,VSS,Metal1,14.6400,22.6800,0.000537
FILLER_1_14,VSS,Metal1,13.4280,22.3030,0.000537
FILLER_1_7,VSS,Metal1,10.8060,22.2190,0.000537
FILLER_1_0,VSS,Metal1,7.4460,22.2190,0.000537
FILLER_0_117,VSS,Metal1,62.4000,15.1200,0.000129
FILLER_0_88,VSS,Metal1,48.4800,15.1200,0.000122
FILLER_0_9,VSS,Metal1,10.3200,15.1200,0.000102
FILLER_0_7,VSS,Metal1,9.6000,15.1200,0.000102
FILLER_0_0,VSS,Metal1,7.4460,15.5800,0.000102
hold1,VSS,Metal1,60.7610,68.2470,0.000143
clkload0,VSS,Metal1,28.4300,60.2320,0.000116
clkbuf_1_1__f_clk,VSS,Metal1,30.2820,53.2220,0.000337
clkbuf_1_0__f_clk,VSS,Metal1,38.3570,22.9820,0.000543
clkbuf_0_clk,VSS,Metal1,37.4820,45.0570,0.000331
fanout22,VSS,Metal1,19.5030,30.5450,0.000012
output21,VSS,Metal1,54.2050,60.2670,0.000116
output20,VSS,Metal1,61.8850,60.2670,0.000116
output19,VSS,Metal1,61.8850,30.4520,0.000010
output18,VSS,Metal1,61.8850,22.4670,0.000548
output17,VSS,Metal1,59.9650,45.1470,0.000331
output16,VSS,Metal1,61.8850,45.1470,0.000331
output15,VSS,Metal1,61.8850,52.7070,0.000337
output14,VSS,Metal1,59.9650,60.2670,0.000116
output13,VSS,Metal1,51.8050,68.2520,0.000143
output12,VSS,Metal1,14.8450,15.3320,0.000102
output11,VSS,Metal1,16.7650,15.3320,0.000102
output10,VSS,Metal1,18.6850,15.3320,0.000101
output9,VSS,Metal1,28.7650,15.3320,0.000109
output8,VSS,Metal1,15.8050,22.4670,0.000537
output7,VSS,Metal1,47.0050,15.3320,0.000122
output6,VSS,Metal1,20.6050,15.3320,0.000101
output5,VSS,Metal1,58.0450,60.2670,0.000116
output4,VSS,Metal1,49.8850,68.2520,0.000140
output3,VSS,Metal1,59.3430,60.7850,0.000116
output2,VSS,Metal1,61.7430,60.7850,0.000116
input1,VSS,Metal1,12.9950,15.3320,0.000102
fanout72,VSS,Metal1,24.5220,60.1770,0.000116
fanout71,VSS,Metal1,24.0420,53.2220,0.000334
fanout70,VSS,Metal1,22.0370,45.6620,0.000312
fanout69,VSS,Metal1,30.6770,60.7820,0.000116
fanout68,VSS,Metal1,24.9170,37.4970,0.000111
fanout67,VSS,Metal1,23.4850,67.8270,0.000110
fanout66,VSS,Metal1,27.7970,38.1020,0.000111
fanout65,VSS,Metal1,27.5360,29.9340,0.000010
fanout64,VSS,Metal1,34.0370,67.7370,0.000124
fanout63,VSS,Metal1,32.1170,29.9370,0.000010
fanout62,VSS,Metal1,42.1970,30.5420,0.000010
fanout61,VSS,Metal1,39.3170,15.4220,0.000115
fanout60,VSS,Metal1,34.5170,30.5420,0.000010
fanout59,VSS,Metal1,57.4230,30.5450,0.000010
fanout58,VSS,Metal1,32.6820,15.4220,0.000112
fanout57,VSS,Metal1,59.9570,22.9820,0.000548
fanout56,VSS,Metal1,58.1220,29.9370,0.000010
fanout55,VSS,Metal1,53.7170,22.9820,0.000548
fanout54,VSS,Metal1,41.3220,22.3770,0.000543
fanout53,VSS,Metal1,18.8960,45.0540,0.000321
fanout52,VSS,Metal1,23.4770,45.0570,0.000312
fanout51,VSS,Metal1,59.9570,37.4970,0.000111
