Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_117,VSS,Metal1,62.4000,68.0400,0.000000
FILLER_14_92,VSS,Metal1,50.4000,68.0400,0.000000
FILLER_14_70,VSS,Metal1,39.6000,68.0400,0.000000
FILLER_14_68,VSS,Metal1,38.8800,68.0400,0.000000
FILLER_14_20,VSS,Metal1,15.6000,68.0400,0.000000
FILLER_14_14,VSS,Metal1,12.7200,68.0400,0.000000
FILLER_13_118,VSS,Metal1,62.6400,68.0400,0.000000
FILLER_13_116,VSS,Metal1,61.9200,68.0400,0.000000
FILLER_13_53,VSS,Metal1,31.4400,68.0400,0.000000
FILLER_13_51,VSS,Metal1,30.7200,68.0400,0.000000
FILLER_13_29,VSS,Metal1,19.9200,68.0400,0.000000
FILLER_13_22,VSS,Metal1,16.8000,68.0400,0.000000
FILLER_13_16,VSS,Metal1,13.6800,68.0400,0.000000
FILLER_13_5,VSS,Metal1,8.4000,68.0400,0.000000
FILLER_12_118,VSS,Metal1,62.6400,60.4800,0.000000
FILLER_12_116,VSS,Metal1,61.9200,60.4800,0.000000
FILLER_12_87,VSS,Metal1,47.7600,60.4800,0.000000
FILLER_12_61,VSS,Metal1,35.2800,60.4800,0.000000
FILLER_12_52,VSS,Metal1,30.9600,60.4800,0.000000
FILLER_12_20,VSS,Metal1,15.8400,60.4800,0.000000
FILLER_11_118,VSS,Metal1,62.6400,60.4800,0.000000
FILLER_11_93,VSS,Metal1,50.6400,60.4800,0.000000
FILLER_11_91,VSS,Metal1,49.9200,60.4800,0.000000
FILLER_11_82,VSS,Metal1,45.3600,60.4800,0.000000
FILLER_11_33,VSS,Metal1,21.8400,60.4800,0.000000
FILLER_11_31,VSS,Metal1,21.1200,60.4800,0.000000
FILLER_11_0,VSS,Metal1,6.0000,60.4800,0.000000
FILLER_10_94,VSS,Metal1,51.3600,52.9200,0.000128
FILLER_10_80,VSS,Metal1,44.4000,52.9200,0.000125
FILLER_10_76,VSS,Metal1,43.1880,53.2960,0.000125
FILLER_10_30,VSS,Metal1,20.6400,52.9200,0.000097
FILLER_10_2,VSS,Metal1,6.9600,52.9200,0.000097
FILLER_10_0,VSS,Metal1,6.2400,52.9200,0.000097
FILLER_9_91,VSS,Metal1,49.6800,52.9200,0.000127
FILLER_9_33,VSS,Metal1,21.8400,52.9200,0.000097
FILLER_9_31,VSS,Metal1,21.1200,52.9200,0.000097
FILLER_9_19,VSS,Metal1,15.3600,52.9200,0.000097
FILLER_8_82,VSS,Metal1,45.6000,45.3600,0.000422
FILLER_8_60,VSS,Metal1,34.8000,45.3600,0.000329
FILLER_8_53,VSS,Metal1,31.6800,45.3600,0.000324
FILLER_8_42,VSS,Metal1,26.1600,45.3600,0.000311
FILLER_8_40,VSS,Metal1,25.4400,45.3600,0.000310
FILLER_8_33,VSS,Metal1,21.8400,45.3600,0.000310
FILLER_8_31,VSS,Metal1,21.1200,45.3600,0.000310
FILLER_8_0,VSS,Metal1,6.2400,45.3600,0.000310
FILLER_7_94,VSS,Metal1,51.1200,45.3600,0.000431
FILLER_7_77,VSS,Metal1,42.9600,45.3600,0.000397
FILLER_7_75,VSS,Metal1,42.2400,45.3600,0.000397
FILLER_7_61,VSS,Metal1,35.2800,45.3600,0.000329
FILLER_7_49,VSS,Metal1,29.7600,45.3600,0.000323
FILLER_7_23,VSS,Metal1,17.2800,45.3600,0.000310
FILLER_7_0,VSS,Metal1,6.0000,45.3600,0.000310
FILLER_6_105,VSS,Metal1,56.4000,37.8000,0.000335
FILLER_6_47,VSS,Metal1,28.5600,37.8000,0.000321
FILLER_6_25,VSS,Metal1,18.0000,37.8000,0.000321
FILLER_6_23,VSS,Metal1,17.2800,37.8000,0.000321
FILLER_6_13,VSS,Metal1,12.4800,37.8000,0.000321
FILLER_6_7,VSS,Metal1,9.3600,37.8000,0.000321
FILLER_6_0,VSS,Metal1,7.4460,38.2600,0.000321
FILLER_5_68,VSS,Metal1,38.8800,37.8000,0.000332
FILLER_5_11,VSS,Metal1,11.2800,37.8000,0.000321
FILLER_5_7,VSS,Metal1,10.0680,37.4230,0.000321
