Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_122,VDD,Metal1,64.5600,71.8200,1.200000
FILLER_14_120,VDD,Metal1,63.8400,71.8200,1.200000
FILLER_14_98,VDD,Metal1,53.2800,71.8200,1.200000
FILLER_14_2,VDD,Metal1,6.9600,71.8200,1.200000
FILLER_14_0,VDD,Metal1,6.2400,71.8200,1.200000
FILLER_13_109,VDD,Metal1,58.3200,64.2600,1.200000
FILLER_13_78,VDD,Metal1,43.4400,64.2600,1.200000
FILLER_13_72,VDD,Metal1,40.5600,64.2600,1.200000
FILLER_13_70,VDD,Metal1,39.8400,64.2600,1.200000
FILLER_13_63,VDD,Metal1,36.4800,64.2600,1.200000
FILLER_13_48,VDD,Metal1,29.0400,64.2600,1.200000
FILLER_13_46,VDD,Metal1,28.3200,64.2600,1.200000
FILLER_13_31,VDD,Metal1,20.8800,64.2600,1.200000
FILLER_13_15,VDD,Metal1,13.4400,64.2600,1.200000
FILLER_12_89,VDD,Metal1,48.7200,64.2600,1.200000
FILLER_12_87,VDD,Metal1,48.0000,64.2600,1.200000
FILLER_12_76,VDD,Metal1,42.7200,64.2600,1.200000
FILLER_12_56,VDD,Metal1,32.8800,64.2600,1.200000
FILLER_12_54,VDD,Metal1,32.1600,64.2600,1.200000
FILLER_12_0,VDD,Metal1,6.0000,64.2600,1.200000
FILLER_11_108,VDD,Metal1,58.0800,56.7000,1.200000
FILLER_11_96,VDD,Metal1,52.3200,56.7000,1.200000
FILLER_11_85,VDD,Metal1,47.0400,56.7000,1.200000
FILLER_11_75,VDD,Metal1,42.0000,56.7000,1.200000
FILLER_11_73,VDD,Metal1,41.2800,56.7000,1.200000
FILLER_11_49,VDD,Metal1,29.7600,56.7000,1.200000
FILLER_11_37,VDD,Metal1,24.0000,56.7000,1.200000
FILLER_11_27,VDD,Metal1,18.9600,56.7000,1.200000
FILLER_11_20,VDD,Metal1,15.8400,56.7000,1.200000
FILLER_11_2,VDD,Metal1,6.9600,56.7000,1.200000
FILLER_11_0,VDD,Metal1,6.2400,56.7000,1.200000
FILLER_10_121,VDD,Metal1,64.3200,56.7000,1.200000
FILLER_10_101,VDD,Metal1,54.7200,56.7000,1.200000
FILLER_10_85,VDD,Metal1,46.8000,56.7000,1.200000
FILLER_10_76,VDD,Metal1,42.4800,56.7000,1.200000
FILLER_10_43,VDD,Metal1,26.8800,56.7000,1.200000
FILLER_10_0,VDD,Metal1,6.0000,56.7000,1.200000
