Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_122,VSS,Metal1,64.5600,68.0400,0.000000
FILLER_14_120,VSS,Metal1,63.8400,68.0400,0.000000
FILLER_14_98,VSS,Metal1,53.2800,68.0400,0.000000
FILLER_14_2,VSS,Metal1,6.9600,68.0400,0.000000
FILLER_14_0,VSS,Metal1,6.2400,68.0400,0.000000
FILLER_13_109,VSS,Metal1,58.3200,68.0400,0.000000
FILLER_13_78,VSS,Metal1,43.4400,68.0400,0.000000
FILLER_13_72,VSS,Metal1,40.5600,68.0400,0.000000
FILLER_13_70,VSS,Metal1,39.8400,68.0400,0.000000
FILLER_13_63,VSS,Metal1,36.4800,68.0400,0.000000
FILLER_13_48,VSS,Metal1,29.0400,68.0400,0.000000
FILLER_13_46,VSS,Metal1,28.3200,68.0400,0.000000
FILLER_13_31,VSS,Metal1,20.8800,68.0400,0.000000
FILLER_13_15,VSS,Metal1,13.4400,68.0400,0.000000
FILLER_12_89,VSS,Metal1,48.7200,60.4800,0.000000
FILLER_12_87,VSS,Metal1,48.0000,60.4800,0.000000
FILLER_12_76,VSS,Metal1,42.7200,60.4800,0.000000
FILLER_12_56,VSS,Metal1,32.8800,60.4800,0.000000
FILLER_12_54,VSS,Metal1,32.1600,60.4800,0.000000
FILLER_12_0,VSS,Metal1,6.0000,60.4800,0.000000
FILLER_11_108,VSS,Metal1,58.0800,60.4800,0.000000
FILLER_11_96,VSS,Metal1,52.3200,60.4800,0.000000
FILLER_11_85,VSS,Metal1,47.0400,60.4800,0.000000
FILLER_11_75,VSS,Metal1,42.0000,60.4800,0.000000
FILLER_11_73,VSS,Metal1,41.2800,60.4800,0.000000
FILLER_11_49,VSS,Metal1,29.7600,60.4800,0.000000
FILLER_11_37,VSS,Metal1,24.0000,60.4800,0.000000
FILLER_11_27,VSS,Metal1,18.9600,60.4800,0.000000
FILLER_11_20,VSS,Metal1,15.8400,60.4800,0.000000
FILLER_11_2,VSS,Metal1,6.9600,60.4800,0.000000
FILLER_11_0,VSS,Metal1,6.2400,60.4800,0.000000
FILLER_10_121,VSS,Metal1,64.3200,52.9200,0.000000
FILLER_10_101,VSS,Metal1,54.7200,52.9200,0.000000
FILLER_10_85,VSS,Metal1,46.8000,52.9200,0.000000
FILLER_10_76,VSS,Metal1,42.4800,52.9200,0.000000
FILLER_10_43,VSS,Metal1,26.8800,52.9200,0.000000
FILLER_10_0,VSS,Metal1,6.0000,52.9200,0.000000
