Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_15_128,VDD,Metal1,67.4400,71.8200,1.200000
FILLER_15_91,VDD,Metal1,49.6800,71.8200,1.200000
FILLER_15_73,VDD,Metal1,41.2800,71.8200,1.200000
FILLER_15_19,VDD,Metal1,15.3600,71.8200,1.200000
FILLER_15_0,VDD,Metal1,6.2400,71.8200,1.200000
FILLER_14_127,VDD,Metal1,67.2000,71.8200,1.200000
FILLER_14_54,VDD,Metal1,31.9200,71.8200,1.200000
FILLER_14_44,VDD,Metal1,27.1200,71.8200,1.200000
FILLER_13_128,VDD,Metal1,67.4400,64.2600,1.200000
FILLER_13_90,VDD,Metal1,49.2000,64.2600,1.200000
FILLER_13_77,VDD,Metal1,42.9600,64.2600,1.200000
FILLER_13_43,VDD,Metal1,26.8800,64.2600,1.200000
FILLER_13_22,VDD,Metal1,16.5600,64.2600,1.200000
FILLER_12_118,VDD,Metal1,62.8800,64.2600,1.200000
FILLER_12_113,VDD,Metal1,60.2400,64.2600,1.200000
FILLER_12_104,VDD,Metal1,55.9200,64.2600,1.200000
FILLER_12_76,VDD,Metal1,42.4800,64.2600,1.200000
FILLER_12_74,VDD,Metal1,41.7600,64.2600,1.200000
FILLER_12_69,VDD,Metal1,39.1200,64.2600,1.200000
FILLER_12_0,VDD,Metal1,6.2400,64.2600,1.200000
FILLER_11_111,VDD,Metal1,59.2800,56.7000,1.199949
FILLER_11_79,VDD,Metal1,44.1600,56.7000,1.199956
FILLER_11_72,VDD,Metal1,42.0090,57.2980,1.199956
FILLER_11_65,VDD,Metal1,38.6490,57.2980,1.199956
FILLER_11_54,VDD,Metal1,32.1600,56.7000,1.199957
FILLER_11_50,VDD,Metal1,30.7310,57.2960,1.199957
FILLER_11_19,VDD,Metal1,15.3600,56.7000,1.199965
FILLER_11_2,VDD,Metal1,6.9600,56.7000,1.199965
FILLER_11_0,VDD,Metal1,6.2400,56.7000,1.199965
FILLER_10_89,VDD,Metal1,48.9600,56.7000,1.199955
FILLER_10_84,VDD,Metal1,46.3200,56.7000,1.199955
FILLER_10_70,VDD,Metal1,39.8400,56.7000,1.199956
FILLER_10_57,VDD,Metal1,33.6000,56.7000,1.199957
FILLER_10_53,VDD,Metal1,32.1710,56.1030,1.199957
FILLER_10_47,VDD,Metal1,28.5600,56.7000,1.199957
FILLER_10_42,VDD,Metal1,26.1600,56.7000,1.199958
FILLER_10_40,VDD,Metal1,25.4400,56.7000,1.199958
FILLER_10_0,VDD,Metal1,6.2400,56.7000,1.199965
FILLER_9_80,VDD,Metal1,44.4000,49.1400,1.199907
FILLER_9_78,VDD,Metal1,43.6800,49.1400,1.199907
FILLER_9_58,VDD,Metal1,35.2890,49.7380,1.199909
FILLER_9_51,VDD,Metal1,31.9290,49.7380,1.199909
FILLER_9_29,VDD,Metal1,19.9200,49.1400,1.199911
FILLER_9_27,VDD,Metal1,19.2000,49.1400,1.199911
FILLER_9_0,VDD,Metal1,6.2400,49.1400,1.199911
FILLER_8_67,VDD,Metal1,38.1600,49.1400,1.199908
FILLER_8_56,VDD,Metal1,33.1200,49.1400,1.199909
FILLER_8_52,VDD,Metal1,31.6910,48.5430,1.199909
FILLER_8_45,VDD,Metal1,29.0490,48.5410,1.199909
FILLER_8_35,VDD,Metal1,22.8000,49.1400,1.199911
FILLER_8_33,VDD,Metal1,22.0800,49.1400,1.199911
FILLER_8_0,VDD,Metal1,6.0000,49.1400,1.199911
FILLER_7_76,VDD,Metal1,42.4800,41.5800,1.199969
FILLER_7_47,VDD,Metal1,28.5600,41.5800,1.199970
FILLER_7_45,VDD,Metal1,27.8400,41.5800,1.199970
FILLER_7_39,VDD,Metal1,24.7200,41.5800,1.199970
FILLER_7_37,VDD,Metal1,24.0000,41.5800,1.199970
FILLER_7_30,VDD,Metal1,20.4000,41.5800,1.199971
FILLER_7_23,VDD,Metal1,17.0400,41.5800,1.199971
FILLER_7_0,VDD,Metal1,6.2400,41.5800,1.199971
FILLER_6_99,VDD,Metal1,53.7600,41.5800,1.199966
FILLER_6_89,VDD,Metal1,48.7200,41.5800,1.199969
FILLER_6_58,VDD,Metal1,33.8400,41.5800,1.199970
FILLER_6_56,VDD,Metal1,33.1200,41.5800,1.199970
FILLER_6_26,VDD,Metal1,18.4800,41.5800,1.199971
FILLER_6_19,VDD,Metal1,15.3600,41.5800,1.199971
FILLER_6_4,VDD,Metal1,8.1600,41.5800,1.199971
FILLER_5_110,VDD,Metal1,59.0400,34.0200,1.199854
FILLER_5_62,VDD,Metal1,36.0000,34.0200,1.199858
FILLER_5_55,VDD,Metal1,33.8490,34.6180,1.199860
FILLER_5_35,VDD,Metal1,23.0400,34.0200,1.199868
FILLER_5_31,VDD,Metal1,21.6110,34.6160,1.199871
FILLER_5_23,VDD,Metal1,17.0400,34.0200,1.199871
FILLER_5_21,VDD,Metal1,16.3200,34.0200,1.199871
FILLER_5_11,VDD,Metal1,11.5200,34.0200,1.199871
FILLER_5_7,VDD,Metal1,10.0910,34.6160,1.199871
FILLER_5_0,VDD,Metal1,7.4490,34.6180,1.199871
FILLER_4_128,VDD,Metal1,67.4400,34.0200,1.199854
FILLER_4_99,VDD,Metal1,53.7600,34.0200,1.199854
FILLER_4_63,VDD,Metal1,36.2400,34.0200,1.199858
FILLER_4_59,VDD,Metal1,35.0510,33.4230,1.199860
FILLER_4_45,VDD,Metal1,27.6000,34.0200,1.199864
FILLER_4_28,VDD,Metal1,20.1710,33.4230,1.199871
FILLER_4_21,VDD,Metal1,17.5290,33.4210,1.199871
FILLER_4_14,VDD,Metal1,14.1690,33.4210,1.199871
FILLER_4_7,VDD,Metal1,10.8090,33.4210,1.199871
FILLER_4_0,VDD,Metal1,7.4490,33.4210,1.199871
FILLER_3_118,VDD,Metal1,62.8800,26.4600,1.199838
FILLER_3_101,VDD,Metal1,54.4800,26.4600,1.199838
FILLER_3_95,VDD,Metal1,51.8400,26.4600,1.199841
FILLER_3_76,VDD,Metal1,42.4800,26.4600,1.199849
FILLER_3_28,VDD,Metal1,20.8890,27.0580,1.199867
FILLER_3_21,VDD,Metal1,17.5290,27.0580,1.199867
FILLER_3_14,VDD,Metal1,14.1690,27.0580,1.199867
FILLER_3_7,VDD,Metal1,10.8090,27.0580,1.199867
FILLER_3_0,VDD,Metal1,7.4490,27.0580,1.199867
FILLER_2_93,VDD,Metal1,51.3710,25.8630,1.199841
FILLER_2_63,VDD,Metal1,36.2400,26.4600,1.199863
FILLER_2_61,VDD,Metal1,35.5200,26.4600,1.199863
FILLER_2_35,VDD,Metal1,23.0400,26.4600,1.199865
FILLER_2_28,VDD,Metal1,20.8890,25.8610,1.199867
FILLER_2_21,VDD,Metal1,17.5290,25.8610,1.199867
FILLER_2_14,VDD,Metal1,14.1690,25.8610,1.199867
FILLER_2_7,VDD,Metal1,10.8090,25.8610,1.199867
FILLER_2_0,VDD,Metal1,7.4490,25.8610,1.199867
FILLER_1_127,VDD,Metal1,67.2000,18.9000,1.199804
FILLER_1_120,VDD,Metal1,65.0490,19.4980,1.199804
FILLER_1_106,VDD,Metal1,57.1200,18.9000,1.199804
FILLER_1_53,VDD,Metal1,31.6800,18.9000,1.199804
FILLER_1_39,VDD,Metal1,24.9600,18.9000,1.199930
FILLER_1_35,VDD,Metal1,23.5310,19.4960,1.199930
FILLER_1_28,VDD,Metal1,20.8890,19.4980,1.199936
FILLER_1_21,VDD,Metal1,17.5290,19.4980,1.199937
FILLER_1_14,VDD,Metal1,14.1690,19.4980,1.199937
FILLER_1_7,VDD,Metal1,10.8090,19.4980,1.199937
FILLER_1_0,VDD,Metal1,7.4490,19.4980,1.199937
FILLER_0_128,VDD,Metal1,67.4400,18.9000,1.199804
FILLER_0_121,VDD,Metal1,65.5290,18.3010,1.199804
FILLER_0_114,VDD,Metal1,62.1690,18.3010,1.199804
FILLER_0_93,VDD,Metal1,50.6400,18.9000,1.199804
FILLER_0_76,VDD,Metal1,43.2110,18.3030,1.199804
FILLER_0_42,VDD,Metal1,27.6090,18.3010,1.199808
FILLER_0_35,VDD,Metal1,24.2490,18.3010,1.199930
FILLER_0_28,VDD,Metal1,20.8890,18.3010,1.199936
FILLER_0_21,VDD,Metal1,17.5290,18.3010,1.199937
FILLER_0_14,VDD,Metal1,14.1690,18.3010,1.199937
