Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_2,VSS,Metal1,6.9600,68.0400,0.000000
FILLER_14_0,VSS,Metal1,6.2400,68.0400,0.000000
FILLER_13_118,VSS,Metal1,62.6400,68.0400,0.000000
FILLER_13_81,VSS,Metal1,45.1200,68.0400,0.000000
FILLER_13_70,VSS,Metal1,39.6000,68.0400,0.000000
FILLER_13_46,VSS,Metal1,28.0800,68.0400,0.000000
FILLER_13_24,VSS,Metal1,17.7600,68.0400,0.000000
FILLER_13_0,VSS,Metal1,6.0000,68.0400,0.000000
FILLER_12_118,VSS,Metal1,62.6400,60.4800,0.000000
FILLER_12_103,VSS,Metal1,55.6800,60.4800,0.000000
FILLER_12_81,VSS,Metal1,45.1200,60.4800,0.000000
FILLER_12_60,VSS,Metal1,34.8000,60.4800,0.000000
FILLER_12_41,VSS,Metal1,25.6800,60.4800,0.000000
FILLER_12_39,VSS,Metal1,24.9600,60.4800,0.000000
FILLER_12_27,VSS,Metal1,19.2000,60.4800,0.000000
FILLER_11_117,VSS,Metal1,62.4000,60.4800,0.000000
FILLER_11_90,VSS,Metal1,49.4400,60.4800,0.000000
FILLER_11_85,VSS,Metal1,46.8000,60.4800,0.000000
FILLER_11_83,VSS,Metal1,46.0800,60.4800,0.000000
FILLER_11_5,VSS,Metal1,8.4000,60.4800,0.000000
FILLER_10_118,VSS,Metal1,62.6400,52.9200,0.000000
FILLER_10_116,VSS,Metal1,61.9200,52.9200,0.000000
FILLER_10_110,VSS,Metal1,58.8000,52.9200,0.000000
FILLER_10_108,VSS,Metal1,58.0800,52.9200,0.000000
FILLER_10_92,VSS,Metal1,50.1600,52.9200,0.000000
FILLER_10_78,VSS,Metal1,43.6800,52.9200,0.000000
FILLER_10_63,VSS,Metal1,36.2400,52.9200,0.000000
FILLER_10_61,VSS,Metal1,35.5200,52.9200,0.000000
FILLER_10_29,VSS,Metal1,19.9200,52.9200,0.000000
FILLER_10_27,VSS,Metal1,19.2000,52.9200,0.000000
FILLER_10_16,VSS,Metal1,13.6800,52.9200,0.000000
FILLER_9_100,VSS,Metal1,54.2400,52.9200,0.000000
FILLER_9_87,VSS,Metal1,47.7600,52.9200,0.000000
FILLER_9_35,VSS,Metal1,22.8000,52.9200,0.000000
FILLER_9_15,VSS,Metal1,13.2000,52.9200,0.000000
FILLER_9_13,VSS,Metal1,12.4800,52.9200,0.000000
FILLER_9_2,VSS,Metal1,6.9600,52.9200,0.000000
FILLER_9_0,VSS,Metal1,6.2400,52.9200,0.000000
