Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_15_0,VDD,Metal1,6.0000,71.8200,1.200000
FILLER_14_128,VDD,Metal1,67.4400,71.8200,1.200000
FILLER_14_114,VDD,Metal1,60.7200,71.8200,1.200000
FILLER_14_88,VDD,Metal1,48.2400,71.8200,1.200000
FILLER_14_81,VDD,Metal1,46.3290,71.2210,1.200000
FILLER_14_76,VDD,Metal1,42.4800,71.8200,1.200000
FILLER_14_74,VDD,Metal1,41.7600,71.8200,1.200000
FILLER_14_36,VDD,Metal1,23.2800,71.8200,1.200000
FILLER_14_2,VDD,Metal1,6.9600,71.8200,1.200000
FILLER_14_0,VDD,Metal1,6.2400,71.8200,1.200000
FILLER_13_128,VDD,Metal1,67.4400,64.2600,1.200000
FILLER_13_126,VDD,Metal1,66.7200,64.2600,1.200000
FILLER_13_110,VDD,Metal1,58.8000,64.2600,1.200000
FILLER_13_104,VDD,Metal1,55.9200,64.2600,1.200000
FILLER_13_98,VDD,Metal1,53.2800,64.2600,1.200000
FILLER_13_85,VDD,Metal1,46.8000,64.2600,1.200000
FILLER_13_83,VDD,Metal1,46.0800,64.2600,1.200000
FILLER_13_34,VDD,Metal1,22.3200,64.2600,1.200000
FILLER_13_32,VDD,Metal1,21.6000,64.2600,1.200000
FILLER_13_26,VDD,Metal1,18.4800,64.2600,1.200000
FILLER_13_24,VDD,Metal1,17.7600,64.2600,1.200000
FILLER_13_10,VDD,Metal1,10.8000,64.2600,1.200000
FILLER_12_110,VDD,Metal1,58.8000,64.2600,1.200000
FILLER_12_95,VDD,Metal1,51.6000,64.2600,1.200000
FILLER_12_93,VDD,Metal1,50.8800,64.2600,1.200000
FILLER_12_81,VDD,Metal1,45.1200,64.2600,1.200000
FILLER_12_23,VDD,Metal1,17.2800,64.2600,1.200000
FILLER_12_5,VDD,Metal1,8.4000,64.2600,1.200000
FILLER_11_128,VDD,Metal1,67.4400,56.7000,1.200000
FILLER_11_116,VDD,Metal1,61.9200,56.7000,1.200000
