Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_110,VSS,Metal1,59.0400,68.0400,0.000022
FILLER_14_91,VSS,Metal1,49.9200,68.0400,0.000022
FILLER_14_84,VSS,Metal1,47.7660,68.5000,0.000022
FILLER_14_77,VSS,Metal1,44.4060,68.5000,0.000022
FILLER_14_70,VSS,Metal1,41.0460,68.5000,0.000022
FILLER_14_63,VSS,Metal1,37.6860,68.5000,0.000022
FILLER_14_56,VSS,Metal1,34.3260,68.5000,0.000022
FILLER_14_49,VSS,Metal1,30.9660,68.5000,0.000022
FILLER_14_32,VSS,Metal1,21.3600,68.0400,0.000428
FILLER_14_4,VSS,Metal1,7.9200,68.0400,0.000433
FILLER_14_0,VSS,Metal1,6.7080,68.4160,0.000433
FILLER_13_115,VSS,Metal1,61.2000,68.0400,0.000022
FILLER_13_113,VSS,Metal1,60.4800,68.0400,0.000022
FILLER_13_91,VSS,Metal1,50.3880,67.6630,0.000022
FILLER_13_84,VSS,Metal1,47.7660,67.5790,0.000022
FILLER_13_78,VSS,Metal1,43.4400,68.0400,0.000022
FILLER_13_64,VSS,Metal1,36.7200,68.0400,0.000022
FILLER_13_62,VSS,Metal1,36.0000,68.0400,0.000022
FILLER_13_55,VSS,Metal1,33.8460,67.5790,0.000022
FILLER_13_35,VSS,Metal1,22.8000,68.0400,0.000328
FILLER_13_33,VSS,Metal1,22.0800,68.0400,0.000428
FILLER_13_4,VSS,Metal1,8.1600,68.0400,0.000433
FILLER_13_0,VSS,Metal1,6.7080,67.6630,0.000433
FILLER_12_103,VSS,Metal1,55.6800,60.4800,0.000011
FILLER_12_97,VSS,Metal1,52.5600,60.4800,0.000011
FILLER_12_88,VSS,Metal1,48.2400,60.4800,0.000011
FILLER_12_68,VSS,Metal1,38.6400,60.4800,0.000010
FILLER_12_66,VSS,Metal1,37.9200,60.4800,0.000010
FILLER_12_45,VSS,Metal1,27.6000,60.4800,0.000010
FILLER_11_112,VSS,Metal1,60.4680,60.1030,0.000011
FILLER_11_96,VSS,Metal1,52.3200,60.4800,0.000011
FILLER_11_89,VSS,Metal1,50.1660,60.0190,0.000011
FILLER_11_82,VSS,Metal1,46.8060,60.0190,0.000011
FILLER_11_61,VSS,Metal1,35.2800,60.4800,0.000010
FILLER_11_59,VSS,Metal1,34.5600,60.4800,0.000010
FILLER_11_52,VSS,Metal1,32.4060,60.0190,0.000010
FILLER_11_27,VSS,Metal1,20.4060,60.0190,0.000268
FILLER_11_20,VSS,Metal1,17.0460,60.0190,0.000290
FILLER_11_16,VSS,Metal1,13.6800,60.4800,0.000290
FILLER_11_12,VSS,Metal1,12.4680,60.1030,0.000290
FILLER_11_7,VSS,Metal1,9.6000,60.4800,0.000291
FILLER_11_0,VSS,Metal1,7.4460,60.0190,0.000291
FILLER_10_115,VSS,Metal1,61.2000,52.9200,0.000042
FILLER_10_111,VSS,Metal1,59.9880,53.2960,0.000042
FILLER_10_96,VSS,Metal1,52.3200,52.9200,0.000042
FILLER_10_89,VSS,Metal1,50.1660,53.3800,0.000042
FILLER_10_82,VSS,Metal1,46.8060,53.3800,0.000042
FILLER_10_78,VSS,Metal1,43.4400,52.9200,0.000042
FILLER_10_74,VSS,Metal1,42.2280,53.2960,0.000042
FILLER_10_31,VSS,Metal1,21.1200,52.9200,0.000044
FILLER_10_24,VSS,Metal1,18.9660,53.3800,0.000044
