Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_14_110,VDD,Metal1,59.0400,71.8200,1.199987
FILLER_14_91,VDD,Metal1,49.9200,71.8200,1.199987
FILLER_14_84,VDD,Metal1,47.7690,71.2210,1.199987
FILLER_14_77,VDD,Metal1,44.4090,71.2210,1.199987
FILLER_14_70,VDD,Metal1,41.0490,71.2210,1.199987
FILLER_14_63,VDD,Metal1,37.6890,71.2210,1.199987
FILLER_14_56,VDD,Metal1,34.3290,71.2210,1.199987
FILLER_14_49,VDD,Metal1,30.9690,71.2210,1.199987
FILLER_14_32,VDD,Metal1,21.3600,71.8200,1.199987
FILLER_14_4,VDD,Metal1,7.9200,71.8200,1.199987
FILLER_14_0,VDD,Metal1,6.7310,71.2230,1.199987
FILLER_13_115,VDD,Metal1,61.2000,64.2600,1.199979
FILLER_13_113,VDD,Metal1,60.4800,64.2600,1.199979
FILLER_13_91,VDD,Metal1,50.4110,64.8560,1.199979
FILLER_13_84,VDD,Metal1,47.7690,64.8580,1.199979
FILLER_13_78,VDD,Metal1,43.4400,64.2600,1.199979
FILLER_13_64,VDD,Metal1,36.7200,64.2600,1.199979
FILLER_13_62,VDD,Metal1,36.0000,64.2600,1.199979
FILLER_13_55,VDD,Metal1,33.8490,64.8580,1.199979
FILLER_13_35,VDD,Metal1,22.8000,64.2600,1.199979
FILLER_13_33,VDD,Metal1,22.0800,64.2600,1.199979
FILLER_13_4,VDD,Metal1,8.1600,64.2600,1.199979
FILLER_13_0,VDD,Metal1,6.7310,64.8560,1.199969
FILLER_12_103,VDD,Metal1,55.6800,64.2600,1.199979
FILLER_12_97,VDD,Metal1,52.5600,64.2600,1.199979
FILLER_12_88,VDD,Metal1,48.2400,64.2600,1.199979
FILLER_12_68,VDD,Metal1,38.6400,64.2600,1.199979
FILLER_12_66,VDD,Metal1,37.9200,64.2600,1.199979
FILLER_12_45,VDD,Metal1,27.6000,64.2600,1.199979
FILLER_11_112,VDD,Metal1,60.4910,57.2960,1.199839
FILLER_11_96,VDD,Metal1,52.3200,56.7000,1.199839
FILLER_11_89,VDD,Metal1,50.1690,57.2980,1.199839
FILLER_11_82,VDD,Metal1,46.8090,57.2980,1.199839
FILLER_11_61,VDD,Metal1,35.2800,56.7000,1.199839
FILLER_11_59,VDD,Metal1,34.5600,56.7000,1.199839
FILLER_11_52,VDD,Metal1,32.4090,57.2980,1.199839
FILLER_11_27,VDD,Metal1,20.4090,57.2980,1.199962
FILLER_11_20,VDD,Metal1,17.0490,57.2980,1.199961
FILLER_11_16,VDD,Metal1,13.6800,56.7000,1.199961
FILLER_11_12,VDD,Metal1,12.4910,57.2960,1.199961
FILLER_11_7,VDD,Metal1,9.6000,56.7000,1.199961
FILLER_11_0,VDD,Metal1,7.4490,57.2980,1.199961
FILLER_10_115,VDD,Metal1,61.2000,56.7000,1.199839
FILLER_10_111,VDD,Metal1,60.0110,56.1030,1.199839
FILLER_10_96,VDD,Metal1,52.3200,56.7000,1.199839
