Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_15_106,VSS,Metal1,56.8800,75.6000,0.000000
FILLER_15_83,VSS,Metal1,45.8400,75.6000,0.000000
FILLER_15_22,VSS,Metal1,16.5600,75.6000,0.000000
FILLER_14_128,VSS,Metal1,67.4400,68.0400,0.000000
FILLER_14_103,VSS,Metal1,55.6800,68.0400,0.000000
FILLER_14_71,VSS,Metal1,40.3200,68.0400,0.000000
FILLER_14_49,VSS,Metal1,29.5200,68.0400,0.000000
FILLER_14_47,VSS,Metal1,28.8000,68.0400,0.000000
FILLER_14_25,VSS,Metal1,18.0000,68.0400,0.000000
FILLER_14_23,VSS,Metal1,17.2800,68.0400,0.000000
FILLER_14_0,VSS,Metal1,6.2400,68.0400,0.000000
FILLER_13_128,VSS,Metal1,67.4400,68.0400,0.000000
FILLER_13_114,VSS,Metal1,60.7200,68.0400,0.000000
FILLER_13_112,VSS,Metal1,60.0000,68.0400,0.000000
FILLER_13_96,VSS,Metal1,52.3200,68.0400,0.000000
FILLER_13_86,VSS,Metal1,47.2800,68.0400,0.000000
FILLER_13_84,VSS,Metal1,46.5600,68.0400,0.000000
FILLER_13_69,VSS,Metal1,39.3600,68.0400,0.000000
FILLER_13_57,VSS,Metal1,33.6000,68.0400,0.000000
FILLER_13_48,VSS,Metal1,29.0400,68.0400,0.000000
FILLER_13_35,VSS,Metal1,22.8000,68.0400,0.000000
FILLER_13_26,VSS,Metal1,18.4800,68.0400,0.000000
FILLER_13_24,VSS,Metal1,17.7600,68.0400,0.000000
FILLER_13_17,VSS,Metal1,14.4000,68.0400,0.000000
FILLER_13_2,VSS,Metal1,6.9600,68.0400,0.000000
FILLER_13_0,VSS,Metal1,6.2400,68.0400,0.000000
FILLER_12_93,VSS,Metal1,50.6400,60.4800,0.000000
FILLER_12_91,VSS,Metal1,49.9200,60.4800,0.000000
FILLER_12_76,VSS,Metal1,42.4800,60.4800,0.000000
FILLER_12_67,VSS,Metal1,38.1600,60.4800,0.000000
FILLER_12_60,VSS,Metal1,36.2460,60.9400,0.000000
FILLER_12_44,VSS,Metal1,27.1200,60.4800,0.000000
FILLER_12_22,VSS,Metal1,16.5600,60.4800,0.000000
FILLER_12_0,VSS,Metal1,6.0000,60.4800,0.000000
FILLER_11_115,VSS,Metal1,61.2000,60.4800,0.000000
FILLER_11_113,VSS,Metal1,60.4800,60.4800,0.000000
FILLER_11_82,VSS,Metal1,45.3600,60.4800,0.000000
FILLER_11_71,VSS,Metal1,40.0800,60.4800,0.000000
FILLER_11_59,VSS,Metal1,35.7660,60.0190,0.000000
FILLER_11_37,VSS,Metal1,23.7600,60.4800,0.000000
FILLER_11_16,VSS,Metal1,13.6800,60.4800,0.000000
FILLER_11_0,VSS,Metal1,6.0000,60.4800,0.000000
FILLER_10_83,VSS,Metal1,45.8400,52.9200,0.000321
FILLER_10_44,VSS,Metal1,27.1200,52.9200,0.000292
FILLER_10_0,VSS,Metal1,6.2400,52.9200,0.000291
FILLER_9_101,VSS,Metal1,54.4800,52.9200,0.000334
FILLER_9_81,VSS,Metal1,46.3260,52.4590,0.000321
FILLER_9_75,VSS,Metal1,42.0000,52.9200,0.000318
FILLER_9_69,VSS,Metal1,39.1200,52.9200,0.000318
FILLER_9_67,VSS,Metal1,38.4000,52.9200,0.000318
FILLER_9_57,VSS,Metal1,33.3600,52.9200,0.000305
FILLER_9_55,VSS,Metal1,32.6400,52.9200,0.000305
FILLER_9_47,VSS,Metal1,28.5600,52.9200,0.000292
FILLER_9_45,VSS,Metal1,27.8400,52.9200,0.000292
FILLER_9_39,VSS,Metal1,24.7200,52.9200,0.000291
FILLER_9_37,VSS,Metal1,24.0000,52.9200,0.000291
FILLER_9_30,VSS,Metal1,20.6400,52.9200,0.000291
FILLER_9_2,VSS,Metal1,6.9600,52.9200,0.000291
FILLER_9_0,VSS,Metal1,6.2400,52.9200,0.000291
FILLER_8_59,VSS,Metal1,34.3200,45.3600,0.000345
FILLER_8_53,VSS,Metal1,31.4400,45.3600,0.000337
FILLER_8_49,VSS,Metal1,30.2280,45.7360,0.000333
FILLER_8_40,VSS,Metal1,25.2000,45.3600,0.000324
FILLER_8_38,VSS,Metal1,24.4800,45.3600,0.000324
FILLER_8_15,VSS,Metal1,13.2000,45.3600,0.000324
FILLER_8_4,VSS,Metal1,7.9200,45.3600,0.000324
FILLER_7_128,VSS,Metal1,67.4400,45.3600,0.000406
FILLER_7_72,VSS,Metal1,40.5600,45.3600,0.000345
FILLER_7_70,VSS,Metal1,39.8400,45.3600,0.000345
FILLER_7_56,VSS,Metal1,32.8800,45.3600,0.000345
FILLER_7_54,VSS,Metal1,32.1600,45.3600,0.000337
FILLER_7_47,VSS,Metal1,28.5600,45.3600,0.000330
FILLER_7_37,VSS,Metal1,24.0000,45.3600,0.000324
FILLER_7_32,VSS,Metal1,21.3600,45.3600,0.000324
FILLER_7_2,VSS,Metal1,6.9600,45.3600,0.000324
FILLER_7_0,VSS,Metal1,6.2400,45.3600,0.000324
FILLER_6_114,VSS,Metal1,60.7200,37.8000,0.000358
FILLER_6_84,VSS,Metal1,46.5600,37.8000,0.000344
FILLER_6_53,VSS,Metal1,31.6800,37.8000,0.000333
FILLER_6_46,VSS,Metal1,29.5260,38.2600,0.000331
FILLER_6_31,VSS,Metal1,21.1200,37.8000,0.000328
FILLER_6_19,VSS,Metal1,15.3600,37.8000,0.000328
FILLER_6_7,VSS,Metal1,9.6000,37.8000,0.000328
FILLER_6_2,VSS,Metal1,6.9600,37.8000,0.000328
FILLER_6_0,VSS,Metal1,6.2400,37.8000,0.000328
FILLER_5_95,VSS,Metal1,51.8400,37.8000,0.000344
FILLER_5_66,VSS,Metal1,37.6800,37.8000,0.000338
FILLER_5_42,VSS,Metal1,26.4000,37.8000,0.000328
FILLER_5_38,VSS,Metal1,24.9480,37.4230,0.000328
FILLER_5_31,VSS,Metal1,22.3260,37.3390,0.000328
FILLER_5_15,VSS,Metal1,13.2000,37.8000,0.000328
FILLER_5_11,VSS,Metal1,11.9880,37.4230,0.000328
FILLER_5_4,VSS,Metal1,9.3660,37.3390,0.000328
FILLER_4_100,VSS,Metal1,54.2400,30.2400,0.000740
FILLER_4_78,VSS,Metal1,43.4400,30.2400,0.000718
FILLER_4_66,VSS,Metal1,38.3880,30.6160,0.000674
FILLER_4_56,VSS,Metal1,32.8800,30.2400,0.000657
FILLER_4_42,VSS,Metal1,26.1600,30.2400,0.000648
FILLER_4_28,VSS,Metal1,20.1480,30.6160,0.000657
FILLER_4_21,VSS,Metal1,17.5260,30.7000,0.000657
FILLER_4_14,VSS,Metal1,14.1660,30.7000,0.000657
FILLER_4_7,VSS,Metal1,10.8060,30.7000,0.000657
FILLER_4_0,VSS,Metal1,7.4460,30.7000,0.000657
FILLER_3_116,VSS,Metal1,61.9200,30.2400,0.000741
FILLER_3_108,VSS,Metal1,58.5480,29.8630,0.000741
FILLER_3_104,VSS,Metal1,55.9200,30.2400,0.000741
FILLER_3_87,VSS,Metal1,48.4680,29.8630,0.000726
FILLER_3_28,VSS,Metal1,19.4400,30.2400,0.000657
FILLER_3_21,VSS,Metal1,17.5260,29.7790,0.000657
FILLER_3_14,VSS,Metal1,14.1660,29.7790,0.000657
FILLER_3_7,VSS,Metal1,10.8060,29.7790,0.000657
FILLER_3_0,VSS,Metal1,7.4460,29.7790,0.000657
FILLER_2_124,VSS,Metal1,65.5200,22.6800,0.000646
FILLER_2_122,VSS,Metal1,64.8000,22.6800,0.000646
FILLER_2_115,VSS,Metal1,62.6460,23.1400,0.000645
FILLER_2_86,VSS,Metal1,47.2800,22.6800,0.000645
FILLER_2_64,VSS,Metal1,36.7200,22.6800,0.000640
FILLER_2_25,VSS,Metal1,18.2400,22.6800,0.000640
FILLER_2_18,VSS,Metal1,16.0860,23.1400,0.000640
FILLER_2_11,VSS,Metal1,12.7260,23.1400,0.000640
